"","Forest type","Species","Individual number","LT (mm)","LA (cm²)","SLA (cm2 g-1)","LDMC (g g-1)","LTD (g cm-3)","TDMC (g g-1)","TTD (g cm-3)","BT (mm)","BDMC (g g-1)","BTD (g cm-3)","SDMC (g g-1)","STD (g cm-3)","LC (mg g-1)","LN (mg g-1)","LP (mg g-1)","LCN","LCP","LNP","TC (mg g-1)","TN (mg g-1)","TP (mg g-1)","TCN","TCP","TNP","BC (mg g-1)","BN (mg g-1)","BP (mg g-1)","BCN","BCP","BNP","SC (mg g-1)","SN (mg g-1)","SP (mg g-1)","SCN","SCP","SNP"
"342",NA,"Celtis biondii",2,0.35,16.99925,157.400462962963,0.319054652880355,0.363041226608737,0.39344262295082,0.388663967611336,"1.512","0.591954022988506","0.614925373134328","0.562820512820513","0.54064039408867",388.58,24.63,1.59753787878788,15.7766950872919,243.236799051571,15.4174748073503,422.93,8.76,0.302025782688766,48.2796803652968,1400.31091463415,29.0041463414634,"400.45","11.83","0.80019305019305","33.8503803888419","500.44173703257","14.7839324487334","454","3.46","1.26232741617357","131.21387283237","359.653125","2.74096875"
"343",NA,"Celtis biondii",3,0.248,12.84,152.857142857143,0.293706293706294,0.527585167319867,0.484615384615385,0.440559440559441,"1.104","0.62536023054755","0.521634615384615","0.619528619528619","0.630857142857143",375.89,16.87,1.31107044830741,22.2815649081209,286.704654570831,12.8673482205164,423.72,6.68,0.274735830931796,63.4311377245509,1542.28153846154,24.3142657342658,"396.45","11.83","0.689623507805326","33.5122569737954","574.878894806924","17.1542876165113","442.43","4.17","0.964740450538688","106.098321342926","458.600030456853","4.32240609137056"
"344",NA,"Celtis biondii",4,0.365,15.0369,112.215671641791,0.395864106351551,0.48829650748656,0.621951219512195,0.56043956043956,"2.084","0.647982062780269","0.673659673659674","0.641566265060241","0.560526315789474",411.64,14.27,0.968401486988848,28.8465311843027,425.071631477927,14.7356238003839,420.39,4.58,0.238847583643123,91.7882096069869,1760.07642023346,19.1754085603113,"397.63","10.61","0.582172701949861","37.4769085768143","683.010382775119","18.2248325358852","455.5","2.78","0.621313035204567","163.848920863309","733.124808575804","4.47439509954058"
"345",NA,"Celtis biondii",5,0.243,14.50625,116.05,0.378787878787879,0.709216085730041,0.542986425339366,0.497925311203319,"0.794","0.55609756097561","0.619565217391304","0.60978835978836","0.594072164948454",384.35,16.24,1.26315789473684,23.6668719211823,304.277083333334,12.8566666666667,426.38,4.71,0.334293948126801,90.5265392781316,1275.46431034483,14.0893965517241,"397","10.78","0.787878787878788","36.8274582560297","503.884615384615","13.6823076923077","451.89","3.37","1.21683440073193","134.091988130564","371.365240601504","2.76948120300752"
"346",NA,"Cerasus schneideriana",1,0.225,28.10675,121.938177874187,0.46285140562249,0.728966845647003,0.535802469135803,0.586486486486486,"5.544","0.525503041647169","0.49297629499561","0.6089258698941","0.639904610492846",449.8,16.27,0.996164908916587,27.6459741856177,451.53166506256,16.3326371511068,459.64,4.2,0.637488106565176,109.438095238095,721.017373134328,6.58835820895523,"487.8","5.13","0.518950437317784","95.0877192982456","939.974157303371","9.88533707865169","454.51","2.2","0.552930056710775","206.595454545455","822.002700854701","3.97880341880342"
"347",NA,"Cerasus schneideriana",2,0.2215,29.2014,160.447252747253,0.366935483870968,0.562760983304845,0.46189376443418,0.444444444444444,"2.046","0.497206703910615","0.479525862068966","0.469914040114613","0.456824512534819",450.71,22.71,1.44886363636364,19.8463232056363,311.078274509803,15.6743529411764,448.06,4.67,0.991228070175439,95.9443254817987,452.025132743363,4.71132743362832,"460.37","5.74","0.654634146341464","80.2038327526133","703.247764530551","8.7682563338301","452.25","1.35","0.384398496240601","335","1176.51344743276","3.5119804400978"
"348",NA,"Cerasus schneideriana",3,0.333,22.17985,135.656574923547,0.434262948207171,0.442736078910354,0.571794871794872,0.585301837270341,"4.016","0.548986486486486","0.490196078431373","0.58043758043758","0.578947368421053",450.86,20.22,1.19579751671442,22.297725024728,377.037076677317,16.9092172523962,452.85,2.58,0.62687969924812,175.523255813953,722.387406296852,4.11562218890555,"439.48","4.65","0.577586206896552","94.5118279569893","760.890746268656","8.05074626865671","453.91","1.83","0.40258541089566","248.03825136612","1127.48745412844","4.54561926605505"
"349",NA,"Cerasus schneideriana",4,0.322,24.2182,178.732103321033,0.368707482993197,0.347513401835107,0.568093385214008,0.528985507246377,"1.6","0.689473684210526","0.606481481481482","0.461232604373757","0.45136186770428",446.82,22.28,1.37860465116279,20.0547576301616,324.11032388664,16.1612685560054,458.09,2.38,0.569274269557022,192.474789915966,804.691208609271,4.18076158940397,"474.37","6.31","0.61849710982659","75.1774960380349","766.972056074766","10.2021495327103","385.79","5.83","0.701949860724234","66.1732418524871","549.597658730159","8.30543650793651"
"350",NA,"Cerasus schneideriana",5,0.4065,20.22615,141.937894736842,0.407142857142857,0.346633942233253,0.569721115537849,0.525735294117647,"2.936","0.589285714285714","0.517094017094017","0.578947368421053","0.522565320665083",440.95,14.66,1.07599629286376,30.0784447476126,409.806244616711,13.6245822566753,448.5,2.2,0.520754716981132,203.863636363636,861.25,4.22463768115942,"451.12","3.8","0.52755905511811","118.715789473684","855.108059701493","7.20298507462687","450.55","1.45","0.343720491029273","310.724137931034","1310.80343406593","4.21854395604395"
"351",NA,"Choerospondias axillaris",1,0.1775,21.181,137.093851132686,0.397172236503856,0.821889934574635,0.459770114942529,0.421940928270042,"7.23","0.451225612806403","0.372112211221122","0.520859671302149","0.45524861878453",456.85,16.8,1.15988372093023,27.1934523809524,393.875689223059,14.4842105263158,451.01,4.27,0.201642335766423,105.622950819672,2236.68307692308,21.1761085972851,"453.99","3.93","0.596804511278196","115.519083969466","760.701354330708","6.58507086614173","458.66","2.7","0.310511089681774","169.874074074074","1477.11310559006","8.69534161490684"
"352",NA,NA,2,0.164,20.6638,182.059911894273,0.347626339969372,0.669841143189256,0.416666666666667,0.333333333333333,"11.328","0.413768375761922","0.344889420203228","0.43452380952381","0.442961165048544",455.29,22.42,1.34188034188034,20.307314897413,339.292547770701,16.707898089172,455.72,3.97,0.428709990300679,114.790931989924,1063.00298642534,9.26033936651584,"471.73","4.1","0.559500959692898","115.056097560976","843.126346483705","7.32795883361921","451.68","2.12","0.636866359447004","213.056603773585","709.222575976846","3.3287988422576"
"353",NA,NA,3,0.17,21.4471,201.381220657277,0.334905660377358,0.584200743443444,0.450980392156863,0.393162393162393,"8.254","0.445445445445445","0.386117136659436","0.525754884547069","0.492103075644223",458.41,20.02,1.25806451612903,22.8976023976024,364.37717948718,15.9133333333334,452.13,3.9,0.211306765523633,115.930769230769,2139.68539473684,18.4565789473684,"460.23","3.67","0.624417520969245","125.403269754768","737.054910447761","5.8774776119403","457.56","1.74","0.669741697416974","262.965517241379","683.188760330579","2.59801652892562"
"354",NA,NA,4,0.287,18.46455,207.466853932584,0.337121212121212,0.33589178140461,0.44811320754717,0.404255319148936,"4.8","0.426573426573427","0.389638041163946","0.430856067732832","0.458917835671343",458.15,20.21,1.2294930875576,22.6694705591291,372.633245877063,16.4376686656672,445.08,3.23,0.186960690316395,137.795665634675,2380.60738461538,17.276358974359,"461.38","4.63","0.612962962962963","99.6501079913607","752.704531722054","7.55347432024169","449.57","2.29","0.63618864292589","196.318777292576","706.661467473525","3.59956127080182"
"355",NA,NA,5,0.333,23.60075,162.763793103448,0.376134889753567,0.369001354139538,0.405144694533762,0.333333333333333,"5.224","0.413443830570902","0.337087087087087","0.386104783599089","0.412911084043849",466.46,16.6,1.05211406096362,28.1,443.354971962616,15.7777570093458,456.52,3.79,0.282567049808429,120.45382585752,1615.61654237288,13.4127457627119,"458.32","4.46","0.662373505059798","102.762331838565","691.935888888888","6.73336111111111","447.64","2.56","0.656702025072324","174.859375","681.648575624082","3.89826725403818"
"356",NA,"Cladrastis wilsonii",1,0.1615,13.12045,228.181739130435,0.306666666666667,0.542720945855952,0.541254125412541,0.498480243161094,"4.984","0.578877887788779","0.549843260188088","0.578158458244111","0.605381165919283",450.79,22.1,1.54881516587678,20.3977375565611,291.054742962056,14.2689718482252,450.02,4.62,0.744301288404361,97.4069264069264,604.620745672437,6.2071637816245,"475.76","5.32","0.597478176527643","89.4285714285714","796.28012987013","8.90409090909091","453.48","3.27","0.567354965585054","138.678899082569","799.287972270364","5.76358752166378"
"357",NA,"Cladrastis wilsonii",2,0.3065,22.08325,197.171875,0.32510885341074,0.330944029478839,0.454293628808864,0.351931330472103,"0.474","0.438775510204082","0.494252873563218","0.626962142197599","0.488138030194105",446.35,22.94,1.47826086956522,19.4572798605057,301.942647058823,15.5182352941176,459.34,4.17,1.45028680688337,110.153477218225,316.723559657217,2.8752933421226,"470.39","8.86","0.907856450048497","53.0914221218962","518.132574786325","9.75925213675213","455.28","1.44","0.505174035747883","316.166666666667","901.233966480448","2.85050279329609"
"358",NA,"Cladrastis wilsonii",3,0.2065,17.1482,357.254166666667,0.275071633237822,0.271101947237744,0.585365853658537,0.462346760070053,"1.012","0.477611940298507","0.470588235294118","0.554347826086957","0.507462686567164",448.92,26.57,1.29798903107861,16.8957470831765,345.858084507042,20.4701267605634,465.96,2.71,0.488847583643123,171.940959409594,953.180532319391,5.54365019011406,"459.89","11.38","0.856332703213611","40.4121265377856","537.045938189845","13.2892273730684","458.17","2.99","0.68844696969697","153.234113712375","665.512407152682","4.34310866574965"
"359",NA,"Cladrastis wilsonii",4,0.194,18.79915,387.611340206186,0.28698224852071,0.265969472024001,0.63573883161512,0.508940852819807,"1.056","0.5","0.455172413793103","0.607476635514019","0.498721227621483",452.94,29.03,1.49628942486085,15.6024801929039,302.708815871048,19.4013267203968,454.79,2.84,0.638836772983114,160.137323943662,711.90328928047,4.44558002936858,"462.49","11.44","0.815227483751161","40.4274475524476","567.314043280182","14.0328929384966","456.81","2.82","0.594013096351731","161.989361702128","769.023448818897","4.74737007874015"
"360",NA,"Cladrastis wilsonii",5,0.29,10.9164,169.246511627907,0.360335195530726,0.407485605334081,0.558139534883721,0.480874316939891,"5.146","0.53232577665827","0.504375497215593","0.506389776357827","0.520525451559934",456.48,22.36,1.55587121212121,20.4150268336315,293.39189287888,14.3713694461351,462.95,1.94,0.498583569405099,238.634020618557,928.530397727273,3.89102272727273,"480.72","7.63","0.788191190253046","63.0039318479686","609.902782401903","9.68039239001189","458.05","2.74","0.775369458128079","167.171532846715","590.750635324015","3.53379923761118"
"361",NA,"Clethra barbinervis",1,0.5065,25.2973,168.648666666667,0.295275590551181,0.234135697768807,0.511578947368421,0.454205607476636,"0.88","0.426966292134831","0.313186813186813","0.458432304038005","0.535120147874307",451.13,27.06,1.33520074696545,16.6714708056171,337.874286713287,20.2666153846154,460.95,3.81,0.557746478873239,120.984251968504,826.450757575758,6.83106060606061,"484.86","8.2","0.809384164222874","59.1292682926829","599.048043478261","10.1311594202899","462.09","2.86","0.352999016715831","161.56993006993","1309.0404735376","8.10200557103064"
"362",NA,"Clethra barbinervis",2,0.3535,23.5107,204.440869565217,0.264976958525346,0.276740587145704,0.490813648293963,0.398720682302772,"0.714","0.321739130434783","0.328888888888889","0.452","0.467328370554177",454.32,22.55,1.25581395348837,20.1472283813747,361.773333333334,17.9564814814815,459.05,3.06,0.563079777365492,150.016339869281,815.24859967051,5.43439868204283,"476.21","7.44","0.9","64.0067204301075","529.122222222222","8.26666666666667","463.29","1.38","0.350330500472144","335.717391304348","1322.4369541779","3.93913746630727"
"363",NA,"Clethra barbinervis",3,0.417,19.8313,233.309411764706,0.252225519287834,0.205570921175753,0.521825396825397,0.472172351885099,"0.844","0.324444444444444","0.309322033898305","0.446310737852429","0.451182534869618",444.8,26.67,1.32715477293791,16.6779152605924,335.153072625697,20.0956215083798,460.15,2.83,0.539923954372624,162.597173144876,852.249647887323,5.24147887323943,"473.57","8.03","0.928842504743833","58.9750933997509","509.84962206333","8.64516853932584","462.29","1.29","0.396059113300493","358.364341085271","1167.22475124378","3.2570895522388"
"364",NA,"Clethra barbinervis",4,0.312,19.6223,370.232075471698,0.21501014198783,0.173141573487099,0.495356037151703,0.450704225352113,"1.07","0.409090909090909","0.241071428571429","0.44683908045977","0.483670295489891",428.1,24.93,1.28703703703704,17.1720818291215,332.624460431654,19.370071942446,460.83,4.01,0.584466019417476,114.920199501247,788.463289036544,6.8609634551495,"473.18","9.32","0.865889212827988","50.7703862660944","546.467138047138","10.7635016835017","462.87","1.69","0.397920604914934","273.887573964497","1163.22199524941","4.2470783847981"
"365",NA,"Clethra barbinervis",5,0.4345,33.35635,307.431797235023,0.213163064833006,0.149724003377739,0.486486486486486,0.420382165605096,"0.884","0.358552631578947","0.324404761904762","0.456584659913169","0.488012374323279",436.98,26.81,1.19962686567164,16.2991421111526,364.263265940903,22.3486158631416,466.21,6.64,0.508970727101039,70.2123493975904,915.985881261595,13.0459369202226,"471.1","7.66","0.864891518737673","61.5013054830287","544.692588369441","8.85660205245154","465.47","2.37","0.46031746031746","196.400843881857","1011.19344827586","5.14862068965518"
"366",NA,"Cryptomeria fortunei",1,0.544,0.22512,86.5846153846154,0.433333333333333,2.12305071282244,0.464239271781534,0.529673590504451,"6.368","0.458632233381157","0.328199863107461","0.254019292604502","0.25259792166267",503.64,11.22,0.576139670223084,44.8877005347594,874.163030303031,19.4744444444445,473.19,1.33,0.414113277623027,355.781954887218,1142.6583632287,3.21168161434978,"462.74","4.26","0.488038277511962","108.62441314554","948.163333333333","8.72882352941176","476.74","1.88","0.472710453283996","253.585106382979","1008.5243444227","3.97706457925636"
"367",NA,"Cryptomeria fortunei",2,0.628,0.17003,77.2863636363636,0.448979591836735,2.06033330199129,0.451612903225806,0.325581395348837,"2.886","0.395256916996047","0.290135396518375","0.348392701998262","0.339830508474576",504.9,8.2,0.613270142180095,61.5731707317073,823.291344667697,13.370942812983,467.75,3.28,0.616795366795367,142.606707317073,758.35524256651,5.31780907668232,"468.34","3.79","0.505397448478901","123.572559366755","926.676621359223","7.49904854368932","471.31","1","0.315055762081784","471.31","1495.9574041298","3.17404129793511"
"368",NA,"Cryptomeria fortunei",3,0.756,0.16648,66.592,0.446428571428571,1.98635169802878,0.459074733096085,0.485875706214689,"3.032","0.390804597701149","0.32484076433121","0.379014989293362","0.313644418192558",507.31,9.36,0.559467174119886,54.1997863247863,906.773486394557,16.7302040816326,472.84,1.62,0.437137330754352,291.876543209877,1081.67380530973,3.70592920353982,"459.78","4.58","0.652751423149905","100.38864628821","704.372267441861","7.0164534883721","476.07","1.05","0.280534351145038","453.4","1697.01142857143","3.74285714285714"
"369",NA,"Cryptomeria fortunei",4,0.562,0.17623,76.6217391304348,0.442307692307692,2.32226447846079,0.54140127388535,0.612612612612613,"2.534","0.394052044609665","0.292011019283747","0.329861111111111","0.307692307692308",502.35,11.09,0.635477582846004,45.297565374211,790.50782208589,17.4514417177914,475.9,1.06,0.393162393162393,448.962264150943,1210.44130434783,2.69608695652174,"451.6","5.56","0.686367969494757","81.2230215827338","657.956111111111","8.10061111111111","476.7","1.27","0.300678952473327","375.354330708661","1585.41193548387","4.22377419354839"
