"","Forest type","Species","Individual number","LT (mm)","LA (cm²)","SLA (cm2 g-1)","LDMC (g g-1)","LTD (g cm-3)","TDMC (g g-1)","TTD (g cm-3)","BT (mm)","BDMC (g g-1)","BTD (g cm-3)","SDMC (g g-1)","STD (g cm-3)","LC (mg g-1)","LN (mg g-1)","LP (mg g-1)","LCN","LCP","LNP","TC (mg g-1)","TN (mg g-1)","TP (mg g-1)","TCN","TCP","TNP","BC (mg g-1)","BN (mg g-1)","BP (mg g-1)","BCN","BCP","BNP","SC (mg g-1)","SN (mg g-1)","SP (mg g-1)","SCN","SCP","SNP"
"289",NA,"Ternstroemia gymnanthera",4,0.457,14.1668,83.5799410029499,0.428030303030303,0.523614585313621,0.587591240875912,0.693965517241379,"1.458","0.529616724738676","0.59375","0.505813953488372","0.602076124567474",464.04,12.57,0.642988929889299,36.9164677804296,721.692051649928,19.5493256814921,470.91,4.39,0.748549323017408,107.268792710706,629.096821705427,5.86467700258398,"464.78","4.49","0.401646843549863","103.514476614699","1157.18574031891","11.1789749430524","469.55","2.17","0.424830261881668","216.382488479263","1105.2649543379","5.10792237442923"
"290",NA,"Ternstroemia gymnanthera",5,0.4175,14.70795,90.7898148148148,0.439024390243902,0.527638388892821,0.591780821917808,0.732203389830508,"1.968","0.491071428571428","0.447154471544715","0.576735092864125","0.681293302540416",504.89,10.73,0.75984990619137,47.054054054054,664.460172839506,14.1212098765432,477.93,2.84,0.476808905380334,168.285211267606,1002.35124513619,5.95626459143969,"473.54","5.29","0.440913604766634","89.5160680529301","1073.99725225225","11.9978153153153","478.24","1.61","0.23959296947271","297.04347826087","1996.0518918919","6.71972972972974"
"291",NA,"Trachycarpus fortunei",1,0.458,75.2885,98.416339869281,0.524871355060034,0.443708050195155,0.441358024691358,0.496527777777778,"0.65","0.38961038961039","0.220588235294118","0.359121298949379","0.381725888324873",461.48,15.49,1.33070866141732,29.7921239509361,346.792662721894,11.6404142011835,462.55,3.22,0.54320987654321,143.649068322981,851.5125,5.92772727272727,"456.01","5.13","0.394736842105263","88.8908382066277","1155.22533333333","12.996","447.05","2.88","0.20377358490566","155.225694444444","2193.85648148149","14.1333333333334"
"292",NA,"Trachycarpus fortunei",2,0.469,65.0857,63.8721295387635,0.529901196047842,0.667645239776418,0.426298157453936,0.473488372093023,"7.4","0.916890080428954","0.290816326530612","0.369565217391304","0.255852842809365",459.46,18.68,1.6361848574238,24.5963597430407,280.811790865384,11.4168028846154,454.42,3.6,0.626404494382022,126.227777777778,725.441793721974,5.74708520179373,"445.73","4.69","0.458531935176358","95.0383795309169","972.080602910604","10.2282952182952","446.01","5.34","0.345182413470533","83.5224719101124","1292.09943089431","15.470081300813"
"293",NA,"Trachycarpus fortunei",3,0.663,136.01695,52.1037923769393,0.57487337590839,0.578958097725817,0.430769230769231,0.47921760391198,"7.704","0.875661375661376","0.637151106833494","NA","NA",462.61,14.88,1.31646734130635,31.0893817204301,351.402564640111,11.3029769392033,442.37,4.55,0.730694980694981,97.2241758241758,605.409933949802,6.22694848084544,"480.78","13.05","0.475665748393021","36.8413793103448","1010.75177606178","27.4352316602317","NA","NA","NA","NA","NA","NA"
"294",NA,"Trachycarpus fortunei",4,0.336,98.1465,84.7186016400518,0.531300160513644,0.702606138103074,0.386576040781648,0.388225255972696,"7.062","0.945288753799392","0.276444444444444","NA","NA",464.12,18.04,1.47193149381541,25.7272727272727,315.313587588883,12.2560051712993,455.75,3,0.53968253968254,151.916666666667,844.47794117647,5.55882352941176,"455.08","6.11","0.499032882011605","74.481178396072","911.923875968993","12.2436821705426","NA","NA","NA","NA","NA","NA"
"295",NA,"Trachycarpus fortunei",5,0.479,100.3164,75.8536105860113,0.48038503450781,0.550450441608596,0.434232715008432,0.476851851851852,"7.474","0.888077858880779","0.609348914858097","NA","NA",463.43,16.7,1.32190476190476,27.7502994011976,350.577449567724,12.6332853025937,455.29,3.22,0.557223264540338,141.394409937888,817.069259259259,5.7786531986532,"483.49","15.17","0.519961051606621","31.8714568226763","929.858108614233","29.1752621722847","NA","NA","NA","NA","NA","NA"
"296",NA,"Vaccinium bracteatum",1,0.4385,11.2593,129.41724137931,0.284313725490196,0.352426258830898,0.485119047619048,0.527508090614887,"0.742","0.41897233201581","0.43265306122449","0.508551881413911","0.579220779220779",472.62,15.21,1.00369003690037,31.0729783037475,470.882426470588,15.1540808823529,473.69,2.23,0.592662276575729,212.417040358744,799.257888888889,3.76268253968254,"461.46","6.91","0.671568627450981","66.781476121563","687.137518248175","10.2893430656934","475.06","1.97","0.288235294117647","241.147208121827","1648.16734693878","6.83469387755102"
"297",NA,"Vaccinium bracteatum",2,0.3665,20.4472,140.53058419244,0.333715596330275,0.388315892389686,0.488888888888889,0.551971326164875,"1.884","0.518518518518518","0.425925925925926","0.54","0.569277108433735",469.05,17.38,1.08479262672811,26.987917146145,432.3867884452,16.0214953271028,473.69,2.55,0.494140625,185.760784313726,958.613754940711,5.16047430830039,"456.67","5.63","0.535238095238095","81.113676731794","853.209074733096","10.5186832740214","475.67","2.08","0.363463368220742","228.6875","1308.71510471204","5.72272251308901"
"298",NA,"Vaccinium bracteatum",3,0.4295,10.83315,104.164903846154,0.351351351351351,0.447038997172892,0.505643340857788,0.584856396866841,"1.856","0.552795031055901","0.462337662337662","0.552266419981499","0.564272211720227",480.95,14.61,1.11481844946026,32.9192334017796,431.415536971829,13.1052728873239,478.18,1.83,0.551196172248804,261.300546448087,867.531423611111,3.32005208333333,"455.93","6.12","0.451162790697674","74.4983660130719","1010.56649484536","13.5649484536083","475.49","2.03","0.186907020872865","234.231527093596","2543.99218274112","10.8610152284264"
"299",NA,"Vaccinium bracteatum",4,0.464,18.81395,110.670294117647,0.344827586206897,0.389476224126063,0.459154929577465,0.509375,"1.638","0.56","0.426829268292683","0.555858310626703","0.582857142857143",476.35,15.26,1.18017159199237,31.2155963302752,403.627746365106,12.9303231017771,476.45,2.61,0.89134438305709,182.547892720307,534.529648760331,2.92816115702479,"443.5","5.82","0.520456707897241","76.2027491408935","852.136197440585","11.1824862888483","475.27","2.22","0.199621570482498","214.085585585586","2380.85492890995","11.1210426540284"
"300",NA,"Vaccinium bracteatum",5,0.352,8.2481,130.922222222222,0.352941176470588,0.433984245407482,0.498591549295775,0.560126582278481,"0.904","0.50609756097561","0.354700854700855","0.561320754716981","0.60559796437659",476.5,16.45,1.02104300091491,28.9665653495441,466.679659498209,16.110976702509,481.64,1.93,0.53177570093458,249.554404145078,905.720210896308,3.62934973637961,"470.63","6.65","0.51324200913242","70.7714285714286","916.974822064057","12.9568505338078","478.2","1.95","0.108736059479554","245.230769230769","4397.80512820512","17.9333333333333"
"301",NA,"Vaccinium carlesii",1,0.2565,5.492,124.818181818182,0.379310344827586,0.624690316874163,0.563829787234043,0.610951008645533,"0.838","0.625850340136054","0.440191387559809","0.634641407307172","0.670958512160229",481.69,12.5,0.809701492537313,38.5352,594.898248847926,15.4377880184332,475,4.48,0.706717123935667,106.026785714286,672.121820615796,6.33917001338688,"474.85","5.47","0.461160275319567","86.8098720292505","1029.68539445629","11.8613859275053","478.9","2.28","0.24296435272045","210.043859649123","1971.07104247104","9.38409266409268"
"302",NA,"Vaccinium carlesii",2,0.284,5.61695,114.631632653061,0.381322957198444,0.614337714480655,0.59214501510574,0.651162790697674,"0.684","0.636363636363636","0.358974358974359","0.652126499454744","0.712753277711561",484.62,12.2,0.769527483124397,39.7229508196721,629.763082706767,15.8538847117795,475.13,3.37,0.51006711409396,140.988130563798,931.504868421052,6.60697368421052,"486.37","9.2","0.565557729941292","52.8663043478261","859.98294117647","16.2671280276817","477.36","1.97","0.202107279693487","242.314720812183","2361.91393364928","9.74729857819903"
"303",NA,"Vaccinium carlesii",3,0.3625,5.2258,74.6542857142857,0.434782608695652,0.739038800856757,0.535353535353535,0.585635359116022,"0.906","0.60377358490566","0.40251572327044","0.653789004457652","0.660660660660661",488.4,11,0.61127029608405,44.4,798.991875,17.9953125,477.17,4.04,0.600760456273764,118.111386138614,794.27664556962,6.72481012658228,"471.36","6.07","0.509208103130755","77.6540362438221","925.672622061483","11.9204701627486","474.03","1.7","0.190566037735849","278.841176470588","2487.48415841584","8.92079207920792"
"304",NA,"Vaccinium carlesii",4,0.2805,5.9386,121.195918367347,0.372623574144487,0.588313936082572,0.578099838969404,0.630931458699473,"0.858","0.558823529411765","0.436781609195402","0.677631578947368","0.692825112107623",487.35,12.28,0.883895131086142,39.6864820846906,551.366313559322,13.8930508474576,478.36,4.47,0.625349487418453,107.015659955257,764.94825633383,7.14800298062593,"476.04","5.71","0.472455648926237","83.369527145359","1007.58664031621","12.085790513834","474.63","2.34","0.251203079884504","202.833333333333","1889.42747126437","9.31517241379312"
"305",NA,"Vaccinium carlesii",5,0.214,5.0934,95.203738317757,0.469298245614035,0.981662543683983,0.648854961832061,0.747252747252747,"0.398","0.428571428571429","0.3","0.673101673101673","0.807098765432099",492.88,11.02,0.627376425855513,44.7259528130671,785.620848484849,17.5652121212121,465.2,3.87,0.403973509933775,120.206718346253,1151.5606557377,9.57983606557377,"466.45","7.77","0.591428571428571","60.032175032175","788.683574879228","13.1376811594203","467.72","2.25","0.209647495361781","207.875555555556","2230.98300884956","10.7323008849558"
"306",NA,"Vaccinium mandarinorum",1,0.5795,18.79675,77.8333333333333,0.371824480369515,0.443415556126248,0.533106960950764,0.608527131782946,"1.548","0.611859838274933","0.507829977628635","0.642732049036778","0.625212947189097",476.9,10.3,0.769585253456221,46.3009708737864,619.684431137725,13.3838323353293,479.24,3.79,0.52112676056338,126.448548812665,919.622702702703,7.27270270270271,"486.29","5.57","0.394941634241245","87.3052064631957","1231.29586206897","14.1033497536946","477.09","1.74","0.184905660377358","274.189655172414","2580.1806122449","9.41020408163268"
"307",NA,"Vaccinium mandarinorum",2,0.4675,16.3757,110.274074074074,0.319354838709677,0.387949289280494,0.560606060606061,0.618384401114206,"0.348","0.56","0.4375","0.640625","0.705026455026455",474.06,10.52,0.788920725883477,45.0627376425856,600.896876513317,13.3346731234867,475.39,3.33,0.572232645403377,142.75975975976,830.763508196721,5.81931147540984,"488.2","7.9","0.369606003752345","61.7974683544304","1320.86598984772","21.3741116751269","475.15","2.29","0.179607109448082","207.489082969432","2645.49661458334","12.7500520833334"
"308",NA,"Vaccinium mandarinorum",3,0.4885,22.6789,126.697765363128,0.304940374787053,0.323144279773299,0.508620689655172,0.559241706161137,"0.42","0.6","0.5625","0.665903890160183","0.655405405405405",468.54,10.25,0.818860877684407,45.7112195121951,572.185108323831,12.5173888255416,471.54,3.49,0.625812441968431,135.111747851003,753.484540059347,5.57675074183976,"496.17","7.45","0.329690346083789","66.6","1504.95762430939","22.5969613259668","474.58","2.1","0.214087117701576","225.990476190476","2216.76112554112","9.80909090909089"
"309",NA,"Vaccinium mandarinorum",4,0.562,19.2304,66.0838487972509,0.397540983606557,0.538515677579301,0.593155893536122,0.652719665271967,"1.448","0.588541666666667","0.371710526315789","0.653576437587658","0.6996996996997",480.94,10.3,0.709433962264151,46.6932038834951,677.920744680851,14.5186170212766,469.02,5.17,0.462273161413563,90.7195357833656,1014.59491735537,11.1838636363636,"478.04","6.37","0.241855873642646","75.0455259026688","1976.54906122449","26.338","473.32","2.21","0.175405147759771","214.171945701357","2698.43847826087","12.5994021739131"
"310",NA,"Vaccinium mandarinorum",5,0.4345,12.614,77.3865030674847,0.389952153110048,0.594805523225422,0.583333333333333,0.620967741935484,"1.034","0.614035087719298","0.53030303030303","0.673151750972763","0.726890756302521",480.65,9.06,0.710751665080875,53.0518763796909,676.255890227577,12.7470682730924,474.91,3.09,0.411820781696854,153.692556634304,1153.19581018519,7.50326388888889,"484.31","5.46","0.220616570327553","88.7014652014652","2195.25668122271","24.7488209606987","473.55","1.66","0.146950092421442","285.271084337349","3222.52264150943","11.2963522012578"
"311","Conserved forests","Acer davidii",1,0.3845,31.7501,159.54824120603,0.393280632411067,0.32601803873372,0.555323590814196,0.436781609195402,"2.97","0.439325842696629","0.453070683661645","0.488038277511962","0.452930728241563",456.87,17.73,1.06654170571696,25.7681895093063,428.365808435854,16.6238224956064,459.21,1.94,0.23164918970448,236.70618556701,1982.35098765432,8.37473251028808,"417.5","4.42","0.712586719524282","94.4570135746606","585.893602225313","6.2027538247566","454.69","1.48","0.420454545454545","307.222972972973","1081.42486486487","3.52"
"312",NA,"Acer davidii",2,0.365,41.6071,293.007746478873,0.265917602996255,0.18700707133658,0.521951219512195,0.372173913043478,"3.038","0.445121951219512","0.421356421356421","0.572938689217759","0.48220640569395",446.97,22.77,1.37937743190661,19.6297760210804,324.037489421722,16.5074471086037,459.32,2.04,0.350046425255339,225.156862745098,1312.16880636605,5.82779840848806,"411.58","4.91","0.836034318398475","83.8248472505092","492.300364880273","5.87296465222349","461.36","1.78","0.431969552806851","259.191011235955","1068.03823788546","4.12066079295154"
"313",NA,"Acer davidii",3,0.306,25.46785,308.701212121212,0.278246205733558,0.211724070258977,0.543259557344064,0.384068278805121,"1.71","0.425641025641026","0.408866995073892","0.58130081300813","0.470394736842105",434.86,18.89,1.2846511627907,23.0206458443621,338.504344677769,14.7043808834178,459.01,1.84,0.201720841300191,249.461956521739,2275.47137440759,9.12151658767773,"434.46","6.1","0.909514925373134","71.2229508196721","477.6832","6.7068717948718","457.32","1.53","0.443159922928709","298.901960784314","1031.95252173913","3.45247826086957"
"314",NA,"Acer davidii",4,0.279,55.98805,206.217495395948,0.315697674418605,0.347616421564921,0.530837004405286,0.389337641357027,"3.666","0.472727272727273","0.474758324382385","0.596069868995633","0.480633802816901",448.26,17.37,1.19298245614035,25.8065630397237,375.747352941177,14.5601470588235,465.67,2.04,0.133076181292189,228.269607843137,3499.27384057971,15.3295652173913,"421.24","4.05","0.741079597438244","104.00987654321","568.413975308642","5.465","462.27","1.48","0.373840445269017","312.344594594595","1236.54357320099","3.9589081885856"
"315",NA,"Acer davidii",5,0.2825,49.70435,214.705615550756,0.319090282563749,0.329737347555565,0.531453362255965,0.390749601275917,"3.284","0.465256797583082","0.460388639760837","0.591687041564792","0.4408014571949",450.33,17.89,1.29222011385199,25.1721632196758,348.493259911895,13.8443906020558,460.09,2.46,0.212464589235127,187.028455284553,2165.49026666667,11.5784,"421.4","4.45","0.747637051039698","94.6966292134831","563.642477876106","5.95208596713021","459.78","1.36","0.428571428571429","338.073529411765","1072.82","3.17333333333333"
"316",NA,"Acer elegantulum",1,0.312,26.7021,260.508292682927,0.35042735042735,0.246067268885699,0.522012578616352,0.408866995073892,"1.462","0.537284894837476","0.466777408637874","0.522321428571429","0.542294322132097",458.79,19.83,1.31642066420664,23.1361573373676,348.513216538193,15.0635739313245,438.67,3.57,0.438612933458294,122.87675070028,1000.13010683761,8.13929487179488,"432.1","6.81","0.716634429400387","63.4508076358297","602.957354925776","9.50275303643725","456.67","2.96","0.606603773584906","154.280405405405","752.830793157076","4.87962674961119"
"317",NA,"Acer elegantulum",2,0.2745,30.23475,214.43085106383,0.408695652173913,0.33978200725046,0.50561797752809,0.398230088495575,"1.53","0.509090909090909","0.531645569620253","0.541586073500967","0.507246376811594",456.73,20.86,1.35566502463054,21.8950143815916,336.904760174419,15.3872819767442,439.72,3.92,0.307904411764706,112.173469387755,1428.10555223881,12.731223880597,"423.74","6.39","0.775797373358349","66.3129890453834","546.199322853688","8.23668681983071","457.81","3.06","0.521224086870681","149.611111111111","878.336231060606","5.87079545454546"
"318",NA,"Acer elegantulum",3,0.2545,31.1061,274.062555066079,0.364365971107544,0.286742790056232,0.52156862745098,0.397014925373134,"1.536","0.508196721311475","0.515439429928741","0.439114391143911","0.442379182156134",461.53,20.65,1.27458617332035,22.3501210653753,362.101841100077,16.2013368983957,434.01,3.01,0.337512054001929,144.189368770764,1285.90962857143,8.91819999999999,"420.12","5.64","0.74280408542247","74.4893617021277","565.58655","7.59285","456.67","2.92","0.689981096408318","156.393835616438","661.858712328767","4.232"
"319",NA,"Acer elegantulum",4,0.238,26.5669,254.228708133971,0.357264957264957,0.330543368064848,0.522633744855967,0.403174603174603,"1.794","0.497267759562841","0.485333333333333","0.568471337579618","0.562204724409449",456.29,22.09,1.38104448742747,20.6559529198732,330.394859943977,15.9951400560224,434.38,3.01,0.248560460652591,144.312292358804,1747.58285714286,12.1097297297297,"429.28","6.21","0.745042492917847","69.1272141706924","576.181901140684","8.33509505703422","462.87","1.88","0.443202979515829","246.207446808511","1044.37474789916","4.2418487394958"
"320",NA,"Acer elegantulum",5,0.261,38.6723,222.254597701149,0.412811387900356,0.344777355712831,0.506849315068493,0.307053941908714,"1.486","0.514376996805112","0.522727272727273","0.540469973890339","0.511111111111111",459.75,20.1,1.41287128712871,22.8731343283582,325.401191310442,14.2263489838823,441.4,3.42,0.537383177570093,129.06432748538,821.387826086957,6.36417391304348,"409.61","6.31","0.774134790528233","64.9144215530903","529.119741176471","8.15103529411765","458.79","3.46","0.594230769230769","132.598265895954","772.073786407767","5.82265372168285"
"321",NA,"Adinandra millettii",1,0.385,11.7811,110.620657276995,0.287061994609164,0.469605345211188,0.432624113475177,0.505175983436853,"2.07","0.523351648351648","0.540425531914894","0.476708074534161","0.49343691401018",447.48,10.48,0.758486905916586,42.6984732824427,589.964040920716,13.8169820971867,500.09,3.35,0.563829787234043,149.280597014925,886.952075471698,5.94150943396226,"460.63","4.26","0.549429657794677","108.129107981221","838.37847750865","7.75349480968858","469.86","1.16","0.360902255639098","405.051724137931","1301.90375","3.21416666666666"
"322",NA,"Adinandra millettii",2,0.404,14.4297,91.6171428571429,0.300859598853868,0.540345932553712,0.472222222222222,0.5625,"1.524","0.481549815498155","0.390134529147982","0.555343511450382","0.62379421221865",459.44,13.19,0.742695570216777,34.8324488248673,618.611472081218,17.7596319796954,465.49,3.31,0.541431261770245,140.631419939577,859.739791304347,6.11342608695652,"458.94","5.77","0.603578154425612","79.5389948006932","760.365491419657","9.55965678627145","470.7","1.2","0.332391713747646","392.25","1416.10028328612","3.61019830028329"
"323",NA,"Adinandra millettii",3,0.348,17.9067,115.900970873786,0.300876338851022,0.495865254057285,0.477806788511749,0.546268656716418,"1.764","0.513793103448276","0.549815498154982","0.472543352601156","0.489154824233358",441.84,11.79,0.762295081967213,37.4758269720102,579.618064516129,15.4664516129032,463.59,5.49,0.671469740634006,84.4426229508197,690.410858369098,8.17609442060086,"457.02","5.12","0.597183098591549","89.26171875","765.292924528302","8.57358490566038","472.6","1.48","0.353327085285848","319.324324324324","1337.57082228117","4.18875331564987"
"324",NA,"Adinandra millettii",4,0.364,16.20435,104.882524271845,0.302052785923754,0.523872354584478,0.45141065830721,0.537313432835821,"1.316","0.499148211243612","0.458528951486698","0.457225433526012","0.456697459584296",442.54,12.47,0.735665694849368,35.4883720930233,601.550409511229,16.9506340819023,461.17,7.45,0.8762278978389,61.9020134228188,526.312847533632,8.50235426008969,"447.63","5.64","0.587710604558969","79.3670212765958","761.650370994941","9.59655986509275","475.08","2.23","0.406779661016949","213.040358744395","1167.905","5.48208333333334"
"325",NA,"Adinandra millettii",5,0.395,16.84705,90.5755376344086,0.304668304668305,0.559013092439765,0.467741935483871,0.48494983277592,"2.12","0.54242928452579","0.510172143974961","0.435432230522946","0.438709677419355",456.27,12.02,0.71210676835081,37.959234608985,640.732570281125,16.8794912985274,467.37,2.83,0.52321083172147,165.148409893993,893.272791127542,5.40890942698706,"468.12","4.82","0.507177033492823","97.1203319502075","922.991320754717","9.50358490566038","471.85","1.28","0.340324118207817","368.6328125","1386.47240896359","3.76112044817927"
"326",NA,"Alniphyllum fortunei",1,0.3105,36.2523,112.759875583204,0.391595615103532,0.57123367680335,0.398230088495575,0.421875,"2.188","0.445652173913044","0.475822050290135","0.396854425749817","0.3390625",462.06,14.12,0.861376673040153,32.7237960339943,536.420377358491,16.3923640399556,457.02,2.8,0.566981132075472,163.221428571429,806.05856905158,4.93843594009983,"430.12","3.7","0.548323471400394","116.248648648649","784.427482014389","6.74784172661871","463.96","1.08","0.356388088376561","429.592592592593","1301.83924528302","3.03040431266846"
"327",NA,"Alniphyllum fortunei",2,0.2895,48.3626,124.967958656331,0.316823577568563,0.552818733801259,0.406427221172023,0.478841870824053,"2.85","0.446280991735537","0.480237154150198","0.402227722772277","0.372564004585403",463.9,22.13,1.0952380952381,20.962494351559,423.560869565216,20.205652173913,461.82,2.36,0.528122020972355,195.686440677966,874.457003610108,4.4686642599278,"422.01","3.82","0.530360531309298","110.473821989529","795.704007155635","7.20264758497316","459.24","1.31","0.341372912801484","350.564885496183","1345.27369565218","3.83744565217392"
"328",NA,"Alniphyllum fortunei",3,0.279,30.1787,131.211739130435,0.334788937409025,0.54632754880537,0.393548387096774,0.435714285714286,"5.28","0.502947845804989","0.569594247560349","0.384078212290503","0.370619946091644",466.89,17.25,1.04234841193455,27.0660869565217,447.921246537397,16.5491689750693,461.42,2.84,0.832844574780059,162.471830985916,554.028943661972,3.41,"434.84","3.28","0.558276199804114","132.573170731707","778.897614035087","5.87522807017544","461.06","2.01","0.467153284671533","229.383084577114","986.9565625","4.30265625"
"329",NA,"Alniphyllum fortunei",4,0.2895,31.4295,120.189292543021,0.344078947368421,0.574798529955507,0.327205882352941,0.378723404255319,"4.39","0.516760992599042","0.592019950124688","0.366275051831375","0.34937376400791",470.4,19.98,1.07345739471107,23.5435435435435,438.210218978101,18.6127554744525,446.47,7.14,1.04924242424242,62.53081232493,425.516534296031,6.80490974729245,"437.25","3.04","0.499525166191833","143.832236842105","875.331273764258","6.08577946768061","463.8","1.7","0.429394812680115","272.823529411765","1080.12483221477","3.95906040268457"
"330",NA,"Alniphyllum fortunei",5,0.3495,66.3775,125.714962121212,0.311780336581045,0.455193284993832,0.41978021978022,0.380478087649402,"3.072","0.474647151071615","0.502490315439956","0.308056872037915","0.275423728813559",462.68,19.62,1.24649859943978,23.5820591233435,371.183730337077,15.7400898876404,460.56,4.51,1.54288499025341,102.119733924612,298.505723310171,2.92309538850284,"418.43","3.35","0.560386473429952","124.90447761194","746.681120689655","5.97801724137931","455.89","2.21","0.844795539033457","206.285067873303","539.645368536854","2.61601760176018"
"331",NA,"Camellia cuspidata",1,0.2435,6.6689,146.569230769231,0.377593360995851,0.560387218946951,0.551020408163265,0.544354838709677,"1.1","0.453658536585366","0.52247191011236","0.583489681050657","0.619521912350598",477.63,13.94,0.977611940298508,34.2632711621234,488.568091603053,14.2592366412214,435.06,3.51,0.515392254220457,123.948717948718,844.133757225433,6.81034682080925,"457.2","9.11","0.477335800185014","50.1866081229418","957.816279069767","19.0850968992248","457.69","2.68","0.498602050326188","170.779850746269","917.946485981309","5.37502803738318"
"332",NA,"Camellia cuspidata",2,0.274,9.3247,151.621138211382,0.375,0.481415069105763,0.540358744394619,0.55787037037037,"1.302","0.448453608247423","0.46524064171123","0.591594827586207","0.642857142857143",473.93,15.57,1.12745098039216,30.4386640976236,420.355304347825,13.8099130434782,433.89,3.49,0.419020715630885,124.323782234957,1035.48579775281,8.32894382022472,"457.48","8.98","0.491012298959319","50.9443207126949","931.70782273603","18.2887475915222","462.12","2.43","0.483870967741935","190.172839506173","955.048000000001","5.022"
"333",NA,"Camellia cuspidata",3,0.272,12.71095,165.077272727273,0.356481481481481,0.445424197710034,0.4921875,0.480916030534351,"1.144","0.428571428571429","0.357142857142857","0.592274678111588","0.62870159453303",474.85,16.84,1.20038722168441,28.1977434679335,395.580685483872,14.028806451613,435.19,4.06,0.581680830972616,107.189655172414,748.159431818181,6.97977272727272,"470.41","10.95","0.62043795620438","42.9598173515982","758.190235294117","17.6488235294118","461.47","2.82","0.47075208913649","163.641843971631","980.282426035503","5.99041420118344"
"334",NA,"Camellia cuspidata",4,0.265,6.5137,130.274,0.3690036900369,0.579330473565006,0.529880478087649,0.545081967213115,"1.08","0.468439716312057","0.430293159609121","0.605156037991859","0.643578643578644",474,13.79,1.0612629594722,34.3727338651197,446.637655417405,12.9939520426287,431.85,6.16,0.550572519083969,70.1055194805195,784.36533795494,11.1883535528596,"460.06","8.78","0.501937984496124","52.3986332574032","916.567413127413","17.4922007722008","460.77","2.68","0.57761053621825","171.929104477612","797.717442996743","4.63980456026059"
"335",NA,"Camellia cuspidata",5,0.295,10.64695,146.854482758621,0.371794871794872,0.461658431502743,0.52803738317757,0.525581395348837,"1.192","0.475961538461538","0.475961538461538","0.610294117647059","0.692628650904033",476.08,16.51,1.14737883283877,28.8358570563295,414.928344827587,14.3893189655173,434.78,3.43,0.467360454115421,126.758017492711,930.288380566802,7.33908906882591,"472.22","11.18","0.56657223796034","42.2379248658318","833.4683","19.7327","462.97","2.5","0.465533522190746","185.188","994.493367139959","5.37018255578093"
"336",NA,"Castanopsis eyrei",1,0.223,14.32515,104.563138686131,0.45364238410596,0.857721944670392,0.473563218390805,0.540682414698163,"3.016","0.548549810844893","0.463258785942492","0.522982635342186","0.511488511488511",474.15,11.86,0.707089552238806,39.9789207419899,670.565699208443,16.772981530343,457.14,4,0.675070028011205,114.285,677.174190871369,5.9253112033195,"483.67","6.5","0.518691588785047","74.4107692307692","932.4809009009","12.5315315315315","469.21","2.42","0.32112676056338","193.888429752066","1461.13640350877","7.53596491228071"
"337",NA,"Castanopsis eyrei",2,0.2595,9.2366,91.0009852216749,0.450110864745011,0.846928093760531,0.528846153846154,0.652173913043478,"6.352","0.535168195718654","0.488826815642458","0.543529411764706","0.528604118993135",475.47,11.13,0.681146025878004,42.7196765498652,698.044151967435,16.3401085481682,458.15,4.37,0.676835081029552,104.839816933638,676.900492957746,6.45652112676056,"496.21","6.23","0.498583569405099","79.6484751203852","995.239375","12.4953977272727","469.19","2.58","0.558906691800189","181.856589147287","839.478229342326","4.61615514333895"
"338",NA,"Castanopsis eyrei",3,0.428,9.12475,77.6574468085106,0.454545454545455,0.601732015190277,0.563380281690141,0.547945205479452,"7.206","0.632716049382716","0.595583962812318","0.42483660130719","0.419354838709677",466.88,10.49,0.71785028790787,44.5071496663489,650.386310160427,14.6130748663101,460.78,3.38,0.634122287968442,136.325443786982,726.642177293934,5.33020217729393,"480.68","5.63","0.478753541076487","85.3783303730018","1004.02390532544","11.7597041420118","473.42","4.34","0.804389312977099","109.082949308756","588.545860023725","5.39539739027284"
"339",NA,"Castanopsis eyrei",4,0.4165,16.52975,94.1866096866097,0.437110834371108,0.509830514580036,0.510835913312694,0.515625,"5.538","0.57796451914099","0.467522658610272","0.498736310025274","0.532853285328533",472.45,12.89,0.927450980392157,36.6524437548487,509.406976744186,13.8983086680761,462.68,2.93,0.673295454545454,157.911262798635,687.187172995781,4.35172995780591,"472.06","6.14","0.494902687673772","76.8827361563518","953.844082397004","12.4064794007491","470.54","2.88","0.388268156424581","163.381944444444","1211.89438848921","7.41755395683453"
"340",NA,"Castanopsis eyrei",5,0.4355,9.8974,83.5223628691983,0.438888888888889,0.549843460494803,0.472370766488413,0.508637236084453,"1.864","0.638461538461538","0.425641025641026","0.454545454545455","0.482456140350877",468.85,13.12,0.766824644549763,35.7355182926829,611.417490729295,17.1095179233622,460.29,5,1.01488372093023,92.058,453.53964252979,4.92667277726857,"516.61","9.85","0.726387536514119","52.4477157360406","711.204383378016","13.560254691689","455.2","4.97","0.590822179732314","91.5895372233401","770.451779935275","8.4120064724919"
"341",NA,"Celtis biondii",1,0.297,12.1905,111.839449541284,0.4,0.602113722986534,0.573476702508961,0.577617328519856,"1.126","0.564245810055866","0.573863636363636","0.557319223985891","0.586270871985158",389.14,17.23,1.09980430528376,22.5850261172374,353.826583629892,15.6664234875444,424.2,6.06,0.358293838862559,70,1183.94444444445,16.9134920634921,"397.78","10.51","0.772937905468026","37.8477640342531","514.633836930455","13.5974700239808","458.97","3.66","1.35430157261795","125.401639344262","338.897930327868","2.70249999999999"
